//TABELA COM CÓDIGO IBGE ATUALIZADO DE ACORDO COM TABELA SPEED FISCAL...
UF|MUNICIPIO               |CEP     |IBGE
RS|São Roque                 |99125000|0000000
RS|São Sebastião             |95307000|0000000
RS|São Sebastião             |95385000|0000000
RS|São Sebastião do Caí      |95760000|4319505
RS|São Sepé                  |97340000|4319604
RS|São Simão              |96285000|0000000
RS|São Valentim           |98917500|4319703
RS|São Valentim           |99640000|4319703
RS|São Valentim do Sul    |99240000|4319711
RS|São Valério do Sul     |98595000|4319737
RS|São Vendelino          |95795000|4319752
RS|São Vicente do Sul     |97420000|4319802
RS|Sapiranga              |93800000|4319901
RS|Sapucaia do Sul        |00000000|4320008
RS|Sarandi                |99560000|4320107
RS|Scharlau               |00000000|0000000
RS|Seberi                 |98380000|4320206
RS|Seca                   |95140000|0000000
RS|Sede Aurora            |98232000|0000000
RS|Sede Nova              |98675000|4320230
RS|Segredo                |96910000|4320263
RS|Segredo                |95242000|4320263
RS|Seival                 |96441000|0000000
RS|Selbach                |99450000|4320305
RS|Senador Salgado Filho  |98895000|4320321
RS|Sentinela do Sul       |96765000|4320354
RS|Serafim Schmidt        |96894000|0000000
RS|Serafina Corrêa        |99250000|4320404
RS|Sério                  |95918000|4320453
RS|Serra dos Gregórios    |95388000|0000000
RS|Serrinha               |97810000|0000000
RS|Sertão                 |99170000|4320503
RS|Sertão Santana         |92850000|4320552
RS|Sertãozinho            |98485000|0000000
RS|Sete de Setembro       |98903000|4320578
RS|Sete de Setembro       |99758000|4320578
RS|Sete de Setembro       |97960000|4320578
RS|Sete Lagoas            |99768000|0000000
RS|Severiano de Almeida   |99810000|4320602
RS|Silva Jardim           |99253000|0000000
RS|Silveira               |95285000|0000000
RS|Silveira Martins       |97195000|4320651
RS|Sinimbu                |96890000|4320677
RS|Sírio                  |98962000|0000000
RS|Sítio Gabriel          |98543000|0000000
RS|Sobradinho             |96900000|4320701
RS|Soledade               |99300000|4320800
RS|Souza Ramos            |99908000|0000000
RS|Suspiro                |97320000|0000000
RS|Tabaí                  |95863000|4320859
RS|Tabajara               |99445000|0000000
RS|Taim                   |96221000|0000000
RS|Tainhas                |95405000|0000000
RS|Tamanduá               |96915000|0000000
RS|Tanque                 |99876000|0000000
RS|Tapejara               |99950000|4320909
RS|Tapera                 |96297000|4321006
RS|Tapera                 |99490000|4321006
RS|Tapes                  |96760000|4321105
RS|Taquara                |95600000|4321204
RS|Taquari                |95860000|4321303
RS|Taquarichim            |97765000|0000000
RS|Taquaruçu do Sul       |98410000|4321329
RS|Tavares                |96290000|4321352
RS|Tenente Portela        |98500000|4321402
RS|Terra de Areia         |95535000|4321436
RS|Tesouras               |99535000|0000000
RS|Teutônia               |95890000|4321451
RS|Tiaraju                |97310000|0000000
RS|Timbaúva               |97860000|0000000
RS|Tio Hugo               |99345000|4321469
RS|Tiradentes do Sul      |98680000|4321477
RS|Toropi                 |97418000|4321493
RS|Toroquá                |97630000|0000000
RS|Torquato Severo        |96455000|0000000
RS|Torres                 |95560000|4321501
RS|Torrinhas              |96485000|0000000
RS|Touro Passo            |97595000|0000000
RS|Tramandaí              |95590000|4321600
RS|Travesseiro            |95948000|4321626
RS|Trentin                |98355000|0000000
RS|Três Arroios           |99725000|4321634
RS|Três Barras            |99778000|0000000
RS|Três Cachoeiras        |95580000|4321667
RS|Três Coroas            |95660000|4321709
RS|Três de Maio           |98910000|4321808
RS|Três Forquilhas        |95575000|4321832
RS|Três Palmeiras         |99675000|4321857
RS|Três Passos            |98600000|4321907
RS|Três Vendas            |96511000|0000000
RS|Trindade do Sul        |99615000|4321956
RS|Triunfo                |95840000|4322004
RS|Tronqueiras            |98545000|0000000
RS|Tucunduva              |98930000|4322103
RS|Tuiuti                 |95710000|0000000
RS|Tunas                  |99330000|4322152
RS|Túnel Verde            |95598000|0000000
RS|Tupanci do Sul         |99878000|4322186
RS|Tupanciretã            |98170000|4322202
RS|Tupancy ou Vila Block  |97350000|0000000
RS|Tupandi                |95775000|4322251
RS|Tupantuba              |97743000|0000000
RS|Tuparendi              |98940000|4322301
RS|Tupi Silveira          |96465000|0000000
RS|Tupinambá              |95304000|0000000
RS|Turuçu                 |96148000|4322327
RS|Turvinho               |98588000|0000000
RS|Ubiretama              |98898000|4322343
RS|Umbu                   |97460000|0000000
RS|União da Serra         |99215000|4322350
RS|Unistalda              |97755000|4322376
RS|Uruguaiana             |00000000|4322400
RS|Vacacai                |97305000|0000000
RS|Vacaria                |95200000|4322509
RS|Valdastico             |95964000|0000000
RS|Vale do Rio Cai        |95170000|0000000
RS|Vale do Sol            |96878000|4322533
RS|Vale Real              |95778000|4322541
RS|Vale Veneto            |97235000|0000000
RS|Vale Verde             |95833000|4322525
RS|Vanini                 |99290000|4322558
RS|Venâncio Aires         |95800000|4322608
RS|Vera Cruz              |96880000|4322707
RS|Veranópolis            |95330000|4322806
RS|Vertentes              |97520000|0000000
RS|Vespasiano Correa      |95972000|4322855
RS|Viadutos               |99820000|4322905
RS|Viamão                 |00000000|4323002
RS|Vicente Dutra          |98450000|4323101
RS|Victor Graeff          |99350000|4323200
RS|Vila Bender            |98660000|0000000
RS|Vila Cruz              |97260000|0000000
RS|Vila Flores            |95334000|4323309
RS|Vila Langaro           |99955000|4323358
RS|Vila Laranjeira        |98968000|0000000
RS|Vila Maria             |99155000|4323408
RS|Vila Nova do Sul       |97385000|4323457
RS|Vila Rica              |99545000|0000000
RS|Vila Seca              |98847000|0000000
RS|Vila Turvo             |98573000|0000000
RS|Vista Alegre           |98415000|4323507
RS|Vista Alegre           |99465000|4323507
RS|Vista Alegre do Prata  |95325000|4323606
RS|Vista Gaúcha           |98535000|4323705
RS|Vitória                |99945000|0000000
RS|Vitória das Missões    |98850000|4323754
RS|Volta Alegre           |99410000|0000000
RS|Volta Fechada          |99785000|0000000
RS|Volta Grande           |98495000|0000000
RS|Westfalia              |95893000|4323770
RS|Xadrez                 |99522000|0000000
RS|Xangri-lá              |00000000|4323804
RS|XangriLá               |95588000|0000000
SC|Abdon Batista          |89636000|4200051
SC|Abelardo Luz           |89830000|4200101
SC|Agrolândia             |88420000|4200200
SC|Agronômica             |89188000|4200309
SC|Água Doce              |89654000|4200408
SC|Águas Brancas          |88655000|0000000
SC|Águas Claras           |89320000|0000000
SC|Águas de Chapecó       |89883000|4200507
SC|Águas Frias            |89843000|4200556
SC|Águas Mornas           |88150000|4200606
SC|Aguti                  |88280000|0000000
SC|Aiurê                  |88892000|0000000
SC|Alfredo Wagner         |88450000|4200705
SC|Alto Alegre            |89666000|0000000
SC|Alto Bela Vista        |89730000|4200754
SC|Alto da Serra          |89816300|0000000
SC|Anchieta               |89970000|4200804
SC|Angelina               |88460000|4200903
SC|Anita Garibaldi        |88590000|4201000
SC|Anitápolis             |88475000|4201109
SC|Anta Gorda             |89564000|0000000
SC|Antônio Carlos         |88180000|4201208
SC|Apiúna                 |89135000|4201257
SC|Arabutã                |89740000|4201273
SC|Araquari               |89245000|4201307
SC|Araranguá              |88900000|4201406
SC|Armazém                |88740000|4201505
SC|Arnópolis              |88452000|0000000
SC|Arroio Trinta          |89590000|4201604
SC|Arvoredo                       |89778000|4201653
SC|Ascurra                        |89138000|4201703
SC|Atalanta                       |88410000|4201802
SC|Aterrado Torto                 |89173000|0000000
SC|Aurora                         |89186000|4201901
SC|Azambuja                       |88725000|0000000
SC|Baia Alta                      |89685000|0000000
SC|Balneário Arroio do Silva      |88914000|4201950
SC|Balneário Barra do Sul         |89247000|4202057
SC|Balneário Camboriú             |88330000|4202008
SC|Balneário Gaivota              |88955000|4202073
SC|Balneário Morro dos Conventos  |88911000|0000000
SC|Balneário Piçarras             |00000000|4212809
SC|Bandeirante                    |89905000|4202081
SC|Barra Bonita                   |89909000|4202099
SC|Barra Clara                    |88465000|0000000
SC|Barra da Lagoa                 |00000000|0000000
SC|Barra da Prata                 |89149000|0000000
SC|Barra Fria                     |89615000|0000000
SC|Barra Grande                   |89696000|0000000
SC|Barra Velha                    |88390000|4202107
SC|Barreiros                      |00000000|0000000
SC|Barro Branco                   |88882000|0000000
SC|Bateias de Baixo               |89294600|0000000
SC|Bela Vista                     |89628000|0000000
SC|Bela Vista do Sul              |89310000|0000000
SC|Bela Vista do Toldo            |89478000|4202131
SC|Belmonte                       |89925000|4202156
SC|Benedito Novo                  |89124000|4202206
SC|Biguaçu                        |88160000|4202305
SC|Blumenau                       |00000000|4202404
SC|Bocaína do Sul                 |88538000|4202438
SC|Boiteuxburgo                   |88265000|0000000
SC|Bom Jardim da Serra            |88640000|4202503
SC|Bom Jesus                      |89824000|4202537
SC|Bom Jesus do Oeste             |89873000|4202578
SC|Bom Retiro                     |88680000|4202602
SC|Bom Sucesso                    |89566000|0000000
SC|Bombinhas                      |88215000|4202453
SC|Botuverá                       |88370000|4202701
SC|Braço do Norte                 |88750000|4202800
SC|Braço do Trombudo              |89178000|4202859
SC|Brunópolis                     |89634000|4202875
SC|Brusque                        |00000000|4202909
SC|Caçador                        |89500000|4203006
SC|Cachoeira de Fátima            |88993000|0000000
SC|Cachoeira do Bom Jesus         |00000000|0000000
SC|Caibi                          |89888000|4203105
SC|Calmon                         |89430000|4203154
SC|Camboriú                       |88340000|4203204
SC|Cambuinzal                     |89822000|0000000
SC|Campeche                       |00000000|0000000
SC|Campinas                       |00000000|0000000
SC|Campo Alegre                   |89294000|4203303
SC|Campo Belo do Sul              |88580000|4203402
SC|Campo Erê                      |89980000|4203501
SC|Campos Novos                   |89620000|4203600
SC|Canasvieiras                   |00000000|0000000
SC|Canelinha                      |88230000|4203709
SC|Canoas                  |88688000|0000000
